ਮੈਂ ਖੁਦ ਨਹੀਂ ਸਮਝ ਸਕਿਆ ਕਿ ਕੀ ਹੋ ਰਿਹਾ ਹੈ |,surprise 
ਇਹ ਇੱਕ ਨਾਖੁਸ਼ ਅਤੇ ਕਈ ਵਾਰ ਹੰਝੂ ਭਰੀ ਔਰਤ ਸੀ ਜੋ ਸ਼ਾਮ ਨੂੰ ਕਲਪਨਾ ਨਹੀਂ ਕਰ ਸਕਦੀ ਸੀ ਕਿ ਅਗਲੀ ਸਵੇਰ ਆਪਣੀ ਨੌਕਰੀ ਦਾ ਸਾਹਮਣਾ ਕਿਵੇਂ ਕਰਨਾ ਹੈ,sad
"ਜੇ ਮੇਰੀ ਇੱਥੇ ਇੱਕ ਇੱਛਾ ਹੁੰਦੀ, ਤਾਂ ਇਹ ਐਡਨ ਯੰਗ ਲਈ ਰੀਕਟੀਫਾਈ ਲਈ ਇੱਕ ਹੈਰਾਨੀ ਵਾਲੀ ਸਹਿਮਤੀ ਛੁਪਾਉਣ ਦੀ ਹੋਵੇਗੀ",surprise 
ਬਰਤਾਨਵੀ ਟੀਮ ਨੂੰ ਆਪਣੇ ਚਮਕਦੇ ਤਗਮੇ ਇੱਕ ਵਿਨੀਤ ਅਤੇ ਬੇਦਾਗ ਉਦਾਸੀ ਨਾਲ ਲੈਣੇ ਚਾਹੀਦੇ ਹਨ,sad
ਤੇਰੇ ਕਰਕੇ ਮੇਰੀ ਬੇਇੱਜ਼ਤੀ ਹੋਈ,anger
ਉਹ ਗੁੱਸੇ ਅਤੇ ਨਿਰਾਸ਼ਾ ਨਾਲ ਪਾਗਲ ਸੀ?,anger
ਅੱਜ ਬਹੁਤ ਸਾਰੇ ਕੰਮ ਪੂਰੇ ਹੋਣਗੇ,Neutral
ਮੈਂ ਉਸ ਦੀ ਅਚਾਨਕ ਦਿੱਖ 'ਤੇ ਹੈਰਾਨ ਸੀ,surprise 
ਕੀ ਗੱਲਾਂ ਹੋ ਰਹੀਆਂ ਹਨ,surprise 
ਤੁਹਾਡੀ ਐਪ ਦਾ ਕਿੰਨਾ ਖਰਾਬ ਇੰਟਰਫੇਸ ਹੈ,anger
"ਫੈਸਲੇ ਦੇ ਸਮੇਂ, ਕੁਝ ਨੇ ਹੈਰਾਨੀ, ਕੁਝ ਗੁੱਸੇ, ਕੁਝ ਨੇ ਦਿਲ ਨੂੰ ਛੂਹਣ ਵਾਲੀ ਉਦਾਸੀ ਦਿਖਾਈ",sad
"ਸਾਡੇ ਹੈਰਾਨੀ ਦੀ ਗੱਲ ਹੈ ਕਿ ਮੌਸਮ, ਜੋ ਸ਼ਾਮ ਨੂੰ ਸ਼ਾਂਤ ਅਤੇ ਠੰਡਾ ਸੀ, ਗਿੱਲਾ ਅਤੇ ਹਵਾਦਾਰ ਹੋ ਗਿਆ ਸੀ",surprise 
ਮੈਂ ਤੁਹਾਨੂੰ ਦੇਖ ਕੇ ਬਹੁਤ ਖੁਸ਼ ਹਾਂ,happy
ਚਾਰਲੀ ਨੇ ਆਪਣੀ ਪਰਿਵਾਰਕ ਲਾਈਨ ਵਿੱਚ ਗੁੱਸੇ ਅਤੇ ਦੁਰਵਿਵਹਾਰ ਦੇ ਪੀੜ੍ਹੀ ਦਰ ਪੀੜ੍ਹੀ ਦੇ ਨਮੂਨੇ ਨੂੰ ਤੋੜ ਦਿੱਤਾ ਹੈ,anger
ਭੁੱਖੇ ਅਤੇ ਭੋਜਨ ਅਜੇ ਤੱਕ ਡਿਲੀਵਰ ਨਹੀਂ ਕੀਤਾ ਗਿਆ ਹੈ,sad
"ਪਰ ਉਸਦੇ ਬਚਾਅ ਨੇ ਆਲੋਚਕਾਂ ਦੇ ਗੁੱਸੇ ਨੂੰ ਘੱਟ ਕਰਨ ਲਈ ਬਹੁਤ ਘੱਟ ਕੀਤਾ, ਅਤੇ ਬਲੌਗਸਫੇਅਰ ਪੇਪਰ ਦੀ ਨਿੰਦਾ ਨਾਲ ਭਰ ਗਿਆ",anger
ਹੋਟਲ ਕਿਸ ਖੇਤਰ ਵਿੱਚ ਹੈ,Neutral
ਉਸ ਦੀਆਂ ਗੱਲਾਂ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਡਰ ਨਾਲ ਭਰ ਦਿੱਤਾ,fear
ਲੋਕਾਂ ਦਾ ਗੁੱਸਾ ਭੜਕ ਉੱਠਿਆ,anger
ਉਸ ਦੀ ਪਤਨੀ ਸਾਡੇ ਸਾਰਿਆਂ ਲਈ ਦਹਿਸ਼ਤ ਹੈ,fear
ਗੁੱਸੇ ਵਾਲੇ ਆਦਮੀ ਨੇ ਸਾਡੇ 'ਤੇ ਰੌਲਾ ਪਾਇਆ,anger
ਮੈਂ ਸਹੀ ਤਰੀਕੇ ਨਾਲ ਕੁਝ ਕਰਨ ਲਈ ਪ੍ਰੇਰਿਤ ਹੋਇਆ ਸੀ ਪਰ ਮੇਰੇ ਦਿਲ ਵਿੱਚ ਖ਼ੌਫ ਹੋਇਆ ਸੀ,fear
ਤੁਸੀਂ ਚੰਗੇ ਲੱਗ ਰਹੇ ਹੋ,Neutral
ਤੁਸੀਂ ਬਹੁਤ ਚੰਗੇ ਹੋ,happy
ਕੈਬ ਡਰਾਈਵਰ ਖਰਾਬ ਸੀ,sad
ਬੇਕਾਰ,anger
ਨਿਯਮਾਂ ਦੀ ਅਨੁਚਿਤ ਅਤੇ ਗੈਰ-ਖੇਡ ਵਰਗੀ ਫੈਸ਼ਨ ਵਿੱਚ ਵਰਤੋਂ ਉਹ ਹੈ ਜੋ ਪਾਇਲਟਾਂ ਨੂੰ ਸ਼੍ਰੇਣੀ ਮੁਕਾਬਲਿਆਂ ਤੋਂ ਨਾਖੁਸ਼ ਬਣਾਉਂਦਾ ਹੈ,sad
"ਉਸ ਨੇ ਕਿਹਾ, ਤੁਹਾਨੂੰ ਉਨ੍ਹਾਂ ਲੋਕਾਂ ਦੀ ਪ੍ਰਸ਼ੰਸਾ ਕਰਨੀ ਚਾਹੀਦੀ ਹੈ ਜੋ ਵਪਾਰੀਆਂ ਦੀ ਮਦਦ ਤੋਂ ਬਿਨਾਂ ਆਪਣੇ ਘਰਾਂ ਨੂੰ ਬਦਲਣ ਲਈ ਕਾਫ਼ੀ ਹੁਨਰਮੰਦ ਹਨ",Neutral
ਇੱਕ ਵਧੀਆ ਐਪ ਦੀ ਤਰ੍ਹਾਂ ਦਿਖਾਈ ਦਿੰਦਾ ਹੈ,Neutral
"ਕਿਸੇ ਦੀ ਹੈਰਾਨੀ ਦੀ ਗੱਲ ਨਹੀਂ, ਦਰਸ਼ਕਾਂ ਵਿੱਚ ਇੱਕ ਔਰਤ ਮਿਲੀ ਜਿਸ ਨੇ ਚਾਰਲਸ ਦੀ ਹਰ ਗੱਲ ਲਈ ਜ਼ੋਰਦਾਰ ਸਹਿਮਤੀ ਦੇਣੀ ਸ਼ੁਰੂ ਕਰ ਦਿੱਤੀ",surprise 
ਗੱਲ ਕੀ ਹੈ?,happy
ਉਹ ਆਪਣੇ ਸੰਗੀਤ ਨੂੰ ਆਵਾਜ਼ ਦੇ ਰਿਹਾ ਸੀ ਅਤੇ ਮੈਂ ਉਸ ਦੀ ਆਵਾਜ਼ ਦੀ ਗਹਿਰਾਈ ਤੋਂ ਪ੍ਰਭਾਵਿਤ ਹੋ ਗਿਆ,surprise 
ਉਹ ਆਪਣੇ ਬੱਚਿਆਂ ਦੀ ਸਿਹਤ ਨੂੰ ਲੈ ਕੇ ਬਹੁਤ ਚਿੰਤਤ ਹੈ,fear
ਇਹ ਕੁੱਤੇ ਇਲਾਕੇ ਦੇ ਹਰ ਵਿਅਕਤੀ ਲਈ ਦਹਿਸ਼ਤ ਬਣ ਚੁੱਕੇ ਹਨ,fear
ਅਸੀਂ ਪਹਿਲੀ ਤਿਮਾਹੀ ਦੌਰਾਨ ਮੇਰੀ ਪਤਨੀ ਨੂੰ ਕਿਸੇ ਵੀ ਪੇਸ਼ੇਵਰ ਦੁਆਰਾ ਨਾ ਦੇਖੇ ਜਾਣ ਤੋਂ ਨਾਖੁਸ਼ ਸੀ,sad
ਰੀਚਾਰਜ ਕਰਨ ਦਾ ਆਖਰੀ ਸਮਾਂ ਕੀ ਹੈ,Neutral
ਸ਼ਾਂਤੀ ਉਹ ਅਵਸਥਾ ਹੈ ਜਿਸ ਵਿੱਚ ਕਿਸੇ ਕਿਸਮ ਦਾ ਡਰ ਅਣਜਾਣ ਹੁੰਦਾ ਹੈ,fear
ਉਹ ਖੁਸ਼ੀ ਅਤੇ ਮਸਤੀ ਨਾਲ ਭਰਿਆ ਹੋਇਆ ਸੀ,happy
"ਡਾਕਟਰ ਡਰਦੇ ਹਨ ਕਿ ਜਾਰਜੀ ਸਾਡਾ ਇਕਲੌਤਾ ਪੁੱਤਰ ਹੋਵੇਗਾ, ਪਰ ਐਨੀ ਨੂੰ ਇਹ ਨਾ ਕਹੋ, ਨਹੀਂ ਤਾਂ ਉਹ ਤੁਹਾਡੇ ਕੰਨਾਂ ਨੂੰ ਡੱਬਾ ਦੇਵੇ",fear
ਖਰਾਬ ਹੋ ਗਿਆ,anger
ਇਸ ਚੈਨਲ ਨੂੰ ਕਿਵੇਂ ਸ਼ੁਰੂ ਕਰਨਾ ਹੈ,Neutral
ਚੰਗੀ ਬੁਕਿੰਗ ਲਈ ਧੰਨਵਾਦ,happy
"ਮੈਂ ਉਹਨਾਂ ਦੀ ਖੁਸ਼ੀ ਅਤੇ ਹੈਰਾਨੀ ਨੂੰ ਦੇਖਿਆ ਹੈ, ਅਤੇ ਮੈਂ ਉਹਨਾਂ ਘਟਨਾਵਾਂ ਦੇ ਚਿਹਰੇ ਵਿੱਚ ਉਹਨਾਂ ਦੇ ਡਰ ਅਤੇ ਉਦਾਸੀ ਨੂੰ ਦੇਖਿਆ ਹੈ ਜਿਹਨਾਂ ਨੂੰ ਉਹ ਕਾਬੂ ਨਹੀਂ ਕਰ ਸਕਦੇ",fear
"ਜੇ ਉਨ੍ਹਾਂ ਨੇ ਜੋ ਕੁਝ ਕੀਤਾ ਹੈ ਉਹ ਇੱਕ ਨਾਖੁਸ਼ ਵਿਆਹੁਤਾ ਜੀਵਨ ਦਾ ਦੁੱਖ ਹੈ, ਤਾਂ ਸਾਨੂੰ ਉਨ੍ਹਾਂ ਨੂੰ ਉਨ੍ਹਾਂ ਦੇ ਵਿਆਹੁਤਾ ਦੁੱਖ 'ਤੇ ਛੱਡ ਦੇਣਾ ਚਾਹੀਦਾ ਹੈ",sad
"ਉਹ ਘਰ ਵਿਚ ਅਜਿਹਾ ਕਰ ਸਕਦੇ ਸਨ, ਪਰ ਫਿਰ ਉਨ੍ਹਾਂ ਨੂੰ ਇਸ ਖੁਸ਼ੀ ਦੇ ਮਾਹੌਲ ਦੇ ਖੁਸ਼ਹਾਲ ਮਾਹੌਲ ਨੂੰ ਯਾਦ ਕਰਨਾ ਚਾਹੀਦਾ ਸੀ!",happy
ਤੁਸੀਂ ਮੇਰੇ ਲਈ ਹੋਰ ਕੀ ਕਰ ਸਕਦੇ ਹੋ,Neutral
ਮੈਂ ਪੂਰੀ ਤਰ੍ਹਾਂ ਹਿੱਲੇ ਹੋਏ ਵਿਅਕਤੀ ਦੇ ਰੂਪ ਵਿੱਚ ਘਰ ਵਾਪਸ ਆਇਆ ਹਾਂ,fear
ਇਹ ਕੈਬ ਕਿੱਥੇ ਰਹਿ ਗਈ ਹੈ,anger
ਅਸੀਂ ਇੱਕ ਦਿਆਲੂ ਸ਼ਬਦ ਨਾਲ ਇੱਕ ਉਦਾਸ ਦਿਲ ਨੂੰ ਖੁਸ਼ ਕਰ ਸਕਦੇ ਹਾਂ,sad
ਹੋਟਲ ਸਟਾਫ ਅਨੁਸ਼ਾਸਿਤ ਨਹੀਂ ਸੀ,sad
ਉਨ੍ਹਾਂ ਦਿਨਾਂ ਵਿਚ ਮੈਂ ਸਿੱਖਿਆ ਕਿ ਦੇਣ ਨਾਲ ਕਿੰਨੀ ਜ਼ਿਆਦਾ ਖ਼ੁਸ਼ੀ ਮਿਲਦੀ ਹੈ,happy
ਟੀਮਾਂ ਦੋ-ਪਾਸੜ ਹੋਣਗੀਆਂ ਅਤੇ ਤਿੰਨ ਸੈੱਟਾਂ ਵਿੱਚੋਂ ਸਰਵੋਤਮ ਸੈੱਟਾਂ ਵਿੱਚ 11 ਅੰਕਾਂ ਤੱਕ ਖੇਡੀਆਂ ਜਾਣਗੀਆਂ,Neutral
ਕਿੰਨਾ ਖਰਾਬ ਹੋਟਲ ਹੈ,sad
ਉਸ ਹੋਟਲ ਦਾ ਆਨੰਦ ਨਹੀਂ ਆਇਆ,sad
ਅਸੀਂ ਉਨ੍ਹਾਂ ਨੂੰ ਹੈਰਾਨ ਕਰਨ ਲਈ ਸਭ ਕੁਝ ਗੁਪਤ ਰੱਖਿਆ,surprise 
ਕੁਝ ਕਰਨ ਤੋਂ ਬਿਨਾਂ ਕੋਈ ਵੀ ਅਸਲ ਵਿੱਚ ਖੁਸ਼ ਨਹੀਂ ਹੋ ਸਕਦਾ,happy
ਡੁੱਲ੍ਹੇ ਦੁੱਧ 'ਤੇ ਰੋਣ ਦਾ ਕੋਈ ਫਾਇਦਾ ਨਹੀਂ ਹੈ,sad
ਅਫਵਾਹ ਸੁਣ ਕੇ ਮੈਂ ਹੈਰਾਨ ਰਹਿ ਗਿਆ,surprise 
ਮੇਰਾ ਹੋਟਲ ਠਹਿਰਨਾ ਚੰਗਾ ਨਹੀਂ ਸੀ,sad
"ਅਲੈਗਜ਼ੈਂਡਰ ਨੇ ਚਿੱਤਰ ਦੇ ਮਾਸ ਵਿੱਚ ਅੱਗ ਦੇ ਦੋਹਰੇ ਲਾਲ-ਗਰਮ ਬਿੰਦੂਆਂ ਨੂੰ ਦੇਖਿਆ, ਪਰ ਉਸ ਦੀ ਹੈਰਾਨੀ ਵਿੱਚ, ਜ਼ਖ਼ਮ ਉਸ ਦੀਆਂ ਅੱਖਾਂ ਦੇ ਸਾਹਮਣੇ ਠੀਕ ਹੋ ਗਿਆ",surprise 
ਅਸੀਂ ਦੁਖਦਾਈ ਖ਼ਬਰ ਸੁਣੀ.,sad
"ਦਹਿਸ਼ਤ ਦੀਆਂ ਚੀਕਾਂ, ਪੀੜਾਂ ਦੀਆਂ ਚੀਕਾਂ ਦੀ ਥਾਂ ਹੁਣ ਨਿਰਾਸ਼ਾ ਦੀਆਂ ਚੀਕਾਂ ਅਤੇ ਵਿਰਲਾਪ ਕਰਨ ਵਾਲਿਆਂ ਦੀਆਂ ਗੂੰਜਦੀਆਂ ਆਵਾਜ਼ਾਂ ਨੇ ਲੈ ਲਈ ਸੀ",fear
ਕਿਹੜਾ ਸ਼ਾਨਦਾਰ ਕੰਮ ਹੈ ,surprise 
"ਉਸਦੇ ਚਰਿੱਤਰ ਵਿੱਚ ਇੱਕ ਮਾਣ ਅਤੇ ਗੁੱਸਾ ਹੈ, ਇੱਕ ਮਾਣ ਵਾਲਾ ਪਿਤਾ ਆਪਣੇ ਪਰਿਵਾਰ ਲਈ ਸਭ ਤੋਂ ਵਧੀਆ ਕਰਨਾ ਚਾਹੁੰਦਾ ਹੈ",anger
ਇਹਨਾਂ ਚੈਨਲਾਂ ਦੀ ਸਪਸ਼ਟਤਾ ਅਸਲ ਵਿੱਚ ਚੰਗੀ ਹੈ,happy
ਇਹ ਡਰ ਨੂੰ ਘਟਾਉਂਦਾ ਹੈ ਅਤੇ ਸਾਡਾ ਆਤਮਵਿਸ਼ਵਾਸ ਵਧਾਉਂਦਾ ਹੈ,fear
"ਹਾਲਾਂਕਿ ਉਸਦੇ ਮਹੱਤਵਪੂਰਣ ਲੱਛਣ ਆਮ ਵਾਂਗ ਵਾਪਸ ਆ ਗਏ ਸਨ, ਪਰ ਡਰ ਇਹ ਸੀ ਕਿ ਆਕਸੀਜਨ ਦੀ ਘਾਟ ਕਾਰਨ ਗੁਰਦੇ ਜਾਂ ਦਿਮਾਗ ਨੂੰ ਸਥਾਈ ਨੁਕਸਾਨ ਹੋ ਗਿਆ ਸੀ",fear
ਘਰ ਪਰਤਣ ਦਾ ਉਦਾਸੀ ਅਤੇ ਭਾਰੀ ਖੁਸ਼ੀ ਘਟਨਾਵਾਂ ਦੀ ਇੱਕ ਲੜੀ ਵਿੱਚ ਸਿਖਰ 'ਤੇ ਪਹੁੰਚ ਗਈ ਜੋ ਅਸਲ ਵਿੱਚ ਵਰਣਨਯੋਗ ਨਹੀਂ ਸਨ,sad
ਪਰ ਜੱਜ ਵੱਲੋਂ ਅਦਾਲਤੀ ਮਾਣਹਾਨੀ ਦੇ ਦੋਸ਼ਾਂ ਨੂੰ ਸਾਫ਼ ਕਰਨ ਲਈ ਸਹਿਮਤੀ ਦੇ ਕੇ ਸਜ਼ਾ ਘਟਾ ਦਿੱਤੇ ਜਾਣ ਤੋਂ ਬਾਅਦ ਉਨ੍ਹਾਂ ਦੀ ਖੁਸ਼ੀ ਗੁੱਸੇ ਵਿੱਚ ਬਦਲ ਗਈ,anger
ਰੱਥ ਦੀ ਮਦਦ ਕਰੋ,Neutral
ਗੁੱਸੇ ਅਤੇ ਗੁੱਸੇ ਨੂੰ ਕਾਬੂ ਕਰਨ ਦਾ ਅਧਿਐਨ ਕਰਨ ਵਾਲੇ ਪਹਿਲੇ ਲੋਕਾਂ ਵਿੱਚੋਂ ਇੱਕ ਰੋਮਨ ਦਾਰਸ਼ਨਿਕ ਸੇਨੇਕਾ ਸੀ,anger
ਤੇਰੇ ਕੰਮ ਦਾ ਕੋਈ ਜਵਾਬ ਨਹੀਂ,happy
"ਜਦੋਂ ਰੇਲਗੱਡੀ ਨੇ ਕਵੀਨ ਸਟ੍ਰੀਟ 'ਤੇ ਆਪਣੇ ਯਾਤਰੀਆਂ ਨੂੰ ਉਜਾੜ ਦਿੱਤਾ, ਤਾਂ ਇਸ ਨੂੰ ਬਾਹਰ ਕੱਢਣ ਲਈ ਕਿਤੇ ਵੀ ਗੁੱਸੇ ਦੀ ਇੱਕ ਵੱਡੀ ਫਿਰਕੂ ਭਾਵਨਾ ਸੀ",anger
ਕੀ ਇਹ ਸਹੀ ਐਪ ਹੈ,happy
ਮਾਮੂਲੀ ਜਿਹੀ ਆਵਾਜ਼ 'ਤੇ ਇਹ ਘਬਰਾ ਜਾਂਦਾ ਹੈ ਅਤੇ ਭੌਂਕਣ ਲੱਗ ਪੈਂਦਾ ਹੈ,fear
"ਅਚੰਭੇ ਵਿੱਚ, ਸ਼੍ਰੀਮਤੀ ਕੇ, ਝੁਰੜੀਆਂ ਵਾਲੇ ਵਾਲਾਂ ਨਾਲ ਘਿਰੇ ਅਸ਼ਲੀਲ ਜੀਵਾਂ ਨੂੰ ਵੇਖਦੀ ਹੈ",surprise 
ਜੋ ਇਮਤਿਹਾਨਾਂ ਤੋਂ ਡਰਦੇ ਹਨ ਉਹ ਜ਼ਿੰਦਗੀ ਵਿੱਚ ਜਿੱਤ ਨਹੀਂ ਸਕਦੇ,fear
ਸਾਡੇ ਕੋਲ ਹਰ ਸੰਭਵ ਸੁਵਿਧਾਵਾਂ ਦਾ ਸਭ ਤੋਂ ਵਧੀਆ ਬਣਾਉਣ ਲਈ ਇੱਥੇ ਸਭ ਕੁਝ ਹੈ,Neutral
"ਮੈਂ ਡਰਿਆ ਨਹੀਂ, ਪਰ ਲੰਘਦੇ ਸਮੇਂ ਇੱਕ ਆਵਾਜ਼ ਸੁਣ ਕੇ ਮੇਰਾ ਦਿਲ ਧੜਕਣ ਲੱਗਾ",fear
ਆਪਣੇ ਪਤੀ ਦੀ ਮੌਤ ਦੀ ਖਬਰ ਸੁਣ ਕੇ ਉਹ ਹੈਰਾਨ ਰਹਿ ਗਈ,surprise 
"ਇਹ ਸੁੰਦਰ ਡੇਨਿਸ ਰੌਨਸੀਏਟ ਹੈ, ਜੋ ਕਿ ਪਿੰਡ ਦੀਆਂ ਕੁੜੀਆਂ ਦੀ ਸੁੰਦਰਤਾ ਅਤੇ ਕਾਜਲਰ ਹੈ, ਜੋ ਹੈਰਾਨੀ ਦੀ ਵਿਅੰਗਮਈ ਬਿਆਨ ਕਰਦਾ ਹੈ",surprise 
"ਇਕਦਮ ਕੀੜੀ ਨੇ ਆਪਣੀ ਰਣਨੀਤੀ ਬਦਲ ਲਈ, ਅਤੇ ਇਸਦੇ ਉੱਚੇ ਨੋਟ ਨੇ ਹੈਰਾਨੀ ਦੀ ਘੋਸ਼ਣਾ ਕੀਤੀ",surprise 
"ਇੰਗਰ ਦੀਆਂ ਅੱਖਾਂ ਧੁੰਦਲੀਆਂ ਹੋ ਗਈਆਂ, ਐਡਮ ਦੀ ਤਾਰੀਫ਼ ਅਤੇ ਮਾਂ ਰਹਿਤ ਬੱਚੇ ਦੀ ਉਦਾਸੀ ਦੋਵਾਂ ਨੂੰ ਛੂਹ ਗਈ, ਜਿਵੇਂ ਕਿ ਐਡਮ ਨੇ ਹਾਲ ਹੀ ਵਿੱਚ ਕੀਤਾ ਸੀ",sad
ਤੁਸੀਂ ਬਹੁਤ ਮਜ਼ਾਕੀਆ ਹੋ,happy
"ਆਪਣੇ ਪੰਜ ਸਾਲ ਰਹਿ-ਰਾਹ ਭੂਮਿਕਾਵਾਂ ਵਿੱਚ ਫਸਣ ਦੇ ਮੱਦੇਨਜ਼ਰ, ਕ੍ਰਿਸਟਨਸਨ ਆਪਣੀ ਅੰਦਰੂਨੀ ਬੁਰੀ ਕੁੜੀ ਨੂੰ ਬਾਹਰ ਕੱਢਣ ਵਿੱਚ ਖੁਸ਼ ਸੀ",happy
"ਉਹ ਪਰੇਸ਼ਾਨ ਹਨ, ਉਨ੍ਹਾਂ ਦੀਆਂ ਭਾਵਨਾਵਾਂ ਦਾ ਖਿਆਲ ਰੱਖੋ",sad
"ਇਹ ਇੱਕ ਲਾੜੀ ਨੂੰ ਖੋਹਣਾ ਸੀ, ਤਾਂ ਜੋ ਇੱਕ ਆਦਮੀ ਇੱਕ ਕੁੜੀ ਨਾਲ ਵਿਆਹ ਕਰ ਸਕੇ ਅਤੇ ਉਸਦੇ ਵਿਆਹ ਵਾਲੇ ਦਿਨ ਮੁੱਖ ਤੌਰ 'ਤੇ ਇੱਕ ਵਿਰੋਧੀ ਨੂੰ ਗੁੱਸੇ ਕਰਨ ਲਈ",anger
"ਹਮਲਾਵਰਤਾ, ਅਸੰਵੇਦਨਸ਼ੀਲਤਾ ਅਤੇ ਡਰ ਦੇ ਸਬੰਧ ਵਿੱਚ ਮੀਡੀਆ ਵਿੱਚ ਨਾਬਾਲਗਾਂ ਦੀ ਸੁਰੱਖਿਆ ਅਤੇ ਮਨੁੱਖੀ ਸਨਮਾਨ ਬਾਰੇ ਆਪਣੀ ਰਾਏ ਵਿੱਚ",fear
ਮੈਂ ਆਪਣਾ ਗੁੱਸਾ ਘੱਟ ਨਹੀਂ ਕਰ ਸਕਿਆ,anger
"ਜਦੋਂ ਮੈਂ ਉਸਨੂੰ ਦੇਖਿਆ, ਤਾਂ ਮੈਂ ਹੈਰਾਨ ਰਹਿ ਗਿਆ ਕਿਉਂਕਿ ਉਹ ਇੰਨਾ ਵੱਡਾ ਸੀ",surprise 
ਭਾਈ ਇੱਕ ਗੱਲ ਦੱਸੋ,Neutral
ਤੁਸੀਂ ਮੇਰੀ ਸਮੱਸਿਆ ਕਿਉਂ ਨਹੀਂ ਸਮਝਦੇ,sad
ਮੈਂ ਸੜਕ 'ਤੇ ਆਵਾਜ਼ ਸੁਣ ਕੇ ਵੀ ਡਰ ਜਾਂਦਾ ਹਾਂ,fear
ਉਸ ਨੂੰ ਕਿਸੇ ਵੀ ਸਮੇਂ ਕਤਲ ਕੀਤੇ ਜਾਣ ਦਾ ਡਰ ਹੈ,fear
"ਜਦੋਂ ਉਹ ਚਲੇ ਗਏ ਤਾਂ ਮੈਂ ਝੁਕਿਆ, ਅਤੇ ਆਪਣੀ ਮਾਂ ਅਤੇ ਪਿਤਾ ਵੱਲ ਮੁੜਿਆ, ਉਦਾਸੀ ਮੇਰੀਆਂ ਅੱਖਾਂ ਨੂੰ ਚਮਕਾਉਂਦੀ ਹੈ",sad
"30,000 ਤੋਂ ਵੱਧ ਲੋਕ ਇੱਕ ਫੌਜੀ ਜੰਤਾ ਦੇ ਰੂਪ ਵਿੱਚ ਮਾਰੇ ਗਏ ਸਨ ਜਿਸ ਨੇ 1976 ਵਿੱਚ ਸੱਤਾ 'ਤੇ ਕਾਬਜ਼ ਹੋ ਕੇ ਸਾਰੇ ਵਿਰੋਧੀਆਂ ਵਿਰੁੱਧ ਦਹਿਸ਼ਤ ਫੈਲਾ ਦਿੱਤੀ ਸੀ",fear
ਪੀਟ ਨੂੰ ਮਾਰਨ ਦੇ ਡਰੋਂ ਕਿਸੇ ਨੇ ਗੋਲੀ ਮਾਰਨ ਦੀ ਹਿੰਮਤ ਨਹੀਂ ਕੀਤੀ,fear
ਐਪ ਵਿੱਚ ਸੁਧਾਰ ਕਰੋ,sad
ਉਹ ਬਹੁਤ ਦੁਖੀ ਸੀ ਕਿਉਂਕਿ ਉਸ ਨੂੰ ਬਹੁਤ ਵੱਡਾ ਨੁਕਸਾਨ ਹੋਇਆ ਸੀ,sad
ਹੋਟਲ ਨੂੰ ਕਿਵੇਂ ਦਰਜਾ ਦਿੱਤਾ ਗਿਆ ਹੈ,Neutral
ਰਾਤ ਦੇ ਹਨੇਰੇ ਵਿੱਚ ਮੈਨੂੰ ਇੱਕ ਅਣਜਾਣ ਆਦਮੀ ਨੇ ਘੇਰ ਲਿਆ ਸੀ।,fear
ਉਹ ਗੁੱਸਾ ਸਮਝਦਾ ਹੈ,anger
"ਇਹ ਉਹਨਾਂ ਨੂੰ ਉਸ ਗੁੱਸੇ ਦੇ ਅਸਲ ਕਾਰਨ ਨੂੰ ਸੰਬੋਧਿਤ ਕਰਨ ਤੋਂ ਬਚਣ ਵਿੱਚ ਮਦਦ ਕਰਦਾ ਹੈ, ਜਿਵੇਂ ਕਿ ਇੱਕ ਅਯੋਗ ਸਮਾਜ ਦੇ ਰਵੱਈਏ ਅਤੇ ਨੀਤੀਆਂ",anger
ਭਾਰੀ ਕਬਜ਼ ਵਾਲੀ ਲੱਕੜ ਨੂੰ ਤਿਲਕਿਆ ਗਿਆ ਸੀ ਅਤੇ ਦਰਵਾਜ਼ਾ ਬਾਹਰੋਂ ਬੰਦ ਹੋਣ ਕਾਰਨ ਇੱਕ ਹਲਕੀ ਕਲਿਕ ਦੀ ਆਵਾਜ਼ ਸੁਣਾਈ ਦੇ ਰਹੀ ਸੀ,Neutral
ਆਨੰਦ ਨਹੀਂ ਆਇਆ,sad
  ਇੱਥੇ ਸਿਰਫ਼ ਦੋ ਸ਼ਕਤੀਆਂ ਹਨ ਜੋ ਮਨੁੱਖਾਂ ਨੂੰ ਇਕਜੁੱਟ ਕਰਦੀਆਂ ਹਨ - ਡਰ ਅਤੇ ਦਿਲਚਸਪੀ।,fear
ਉਹ ਜਾਣਦੇ ਸਨ ਕਿ ਇੰਨੀਆਂ ਮੁਸ਼ਕਲਾਂ ਦੇ ਬਾਵਜੂਦ ਕਿਵੇਂ ਖੁਸ਼ ਰਹਿਣਾ ਹੈ,happy
ਇਹ ਉਹੀ ਤਰਕ ਹੈ ਜੋ ਹਾਸੋਹੀਣੇ ਰੰਗ-ਕੋਡ ਵਾਲੇ ਦਹਿਸ਼ਤੀ ਚੇਤਾਵਨੀ ਪੱਧਰ ਦੇ ਪਿੱਛੇ ਲੁਕਿਆ ਹੋਇਆ ਹੈ,fear
ਤੁਸੀਂ ਜਲਦੀ ਰੀਚਾਰਜ ਕਰੋਗੇ,anger
